time_s,stage,Ip_MA,loop_voltage_V,loop_voltage_required_V,loop_voltage_cs_V,loop_voltage_inductive_V,loop_voltage_resistive_V,plasma_inductance_H,plasma_resistance_ohm,electron_temperature_eV,flux_consumed_Wb,stage_3_flux_used_Wb,flux_remaining_Wb,flux_margin_fraction,q95,internal_inductance,poloidal_beta,Bv_required_T,pf_balance_residual,x_point_residual,strike_point_residual,vertical_stability_margin,vs_reserved_fraction,major_radius_m,minor_radius_m,elongation,triangularity,vertical_position_m,lower_x_point_R_m,lower_x_point_Z_m,strike_point_lower_outer_R_m,strike_point_lower_outer_Z_m,strike_point_lower_inner_R_m,strike_point_lower_inner_Z_m,I_CS1_kA,I_CS2_kA,I_CS3_kA,I_PF1_kA,I_PF2_kA,I_PF3_kA,I_PF4_kA,I_Div1_kA,I_Div2_kA,I_VS_bias_kA,note
3.2,flattop,8.701243449435824,1.0262842737638866,1.0262842737638866,1.025623369653636,0.13452081630396323,0.8917634574599235,3.830930865296883e-06,1.0248689887164854e-07,3077.466782430355,45.70366118197924,0.20366118197924266,74.29633881802076,0.6191361568168396,3.2030860660078546,0.7824868988716486,0.36926325133595317,1.1835068241234183,0.0,0.004499999999999981,0.0179028683781478,0.3598731681575459,0.7,1.8503730348307474,0.5703730348307472,1.75,0.35,0.00037303483074728255,1.5511191044922419,-1.0456413757749212,1.739021130325903,-1.18,1.2009788696740968,-1.1,7.953713367731991,6.438284490309319,4.953713367731991,10.5,12.0,8.5,-7.0,1.2357175484677505,-1.2269417380334138,0.0,flattop_minimum_physics_hold
3.22,flattop,8.701364759677586,1.0275072341655334,1.0275072341655334,1.02689575396471,0.13362021466981217,0.8938870194957211,3.831185664801986e-06,1.0272951935517325e-07,3078.593620932893,45.72419909705854,0.2241990970585377,74.27580090294146,0.6189650075245121,3.2033871638987117,0.7827295193551733,0.3693923274099161,1.1835970343735187,0.0,0.004499999999999884,0.018490761650878238,0.3598607945128861,0.7,1.8504094279032761,0.570409427903276,1.75,0.35,0.00040942790327598815,1.551228283709828,-1.0456708754778627,1.7396457450145737,-1.18,1.2003542549854263,-1.1,7.949045659759424,6.43206087967923,4.949045659759424,10.5,12.0,8.5,-7.0,1.2368904390917046,-1.2278264491428827,0.0,flattop_minimum_physics_hold
3.24,flattop,8.701485207907885,1.0286305557407667,1.0286305557407667,1.02806889495315,0.13263500566771677,0.8959955500730499,3.83143866920079e-06,1.0297041581577035e-07,3079.6708180199207,45.7447604749576,0.24476047495760156,74.2552395250424,0.6187936627086866,3.203686126275624,0.7829704158157704,0.36950915487424346,1.1836812760283566,0.0,0.0044999999999999155,0.01878704456652884,0.35984850879339575,0.7,1.8504455623723657,0.5704455623723655,1.75,0.35,0.0004455623723655527,1.5513366871170966,-1.0457031095486402,1.7399605345685654,-1.18,1.2000394654314346,-1.1,7.944372619327819,6.425830159103756,4.944372619327819,10.5,12.0,8.5,-7.0,1.2374815454539025,-1.2282723205266537,0.0,flattop_minimum_physics_hold
3.26,flattop,8.701604718049035,1.0296535108461196,1.0296535108461196,1.029142033293443,0.13156579474795516,0.8980877160981644,3.831689718344405e-06,1.0320943609807208e-07,3080.6976933106707,45.76534331562347,0.26534331562346836,74.23465668437653,0.6186221390364711,3.203982764216441,0.7832094360980721,0.36961365993820466,1.1837594959494147,0.0,0.004499999999999989,0.01878704456652884,0.3598363187589983,0.7,1.850481415414711,0.5704814154147108,1.75,0.35,0.0004814154147108139,1.5514442462441325,-1.0457380576275237,1.7399605345685654,-1.18,1.2000394654314346,-1.1,7.939694700994667,6.419592934659554,4.939694700994667,10.5,12.0,8.5,-7.0,1.2374815454539025,-1.2282723205266537,0.0,flattop_minimum_physics_hold
3.28,flattop,8.701723214615871,1.0305754357055155,1.0305754357055155,1.0301144732758174,0.1304132409905207,0.9001621947149947,3.831938653292806e-06,1.0344642923174516e-07,3081.6735982087002,45.78594560508898,0.28594560508898326,74.21405439491102,0.6184504532909252,3.204276890260383,0.7834464292317452,0.36970577659416154,1.1838316447985622,0.0,0.004499999999999959,0.018490761650878238,0.35982423210918096,0.7,1.8505169643847619,0.5705169643847617,1.75,0.35,0.0005169643847617752,1.5515508931542854,-1.0457756976405577,1.7396457450145737,-1.18,1.2003542549854263,-1.1,7.935012362479777,6.4133498166397,4.935012362479777,10.5,12.0,8.5,-7.0,1.2368904390917046,-1.2278264491428827,0.0,flattop_minimum_physics_hold
3.3,flattop,8.701840622763422,1.0313957308746082,1.0313957308746082,1.0309855832900618,0.12917805673038482,0.9022176741442235,3.832185316416155e-06,1.0368124552684677e-07,3082.5979163115585,45.806565316754785,0.30656531675478504,74.19343468324521,0.6182786223603768,3.2045683185266896,0.7836812455268468,0.3697854466592597,1.1838976770690501,0.0,0.004500000000000049,0.0179028683781478,0.3598122564781308,0.7,1.8505521868290271,0.570552186829027,1.75,0.35,0.0005521868290270166,1.5516565604870811,-1.0458160058135029,1.739021130325903,-1.18,1.2009788696740968,-1.1,7.930326064373913,6.4071014191652145,4.930326064373913,10.5,12.0,8.5,-7.0,1.2357175484677505,-1.2269417380334138,0.0,flattop_minimum_physics_hold
3.32,flattop,8.701956868334186,1.0321138616625647,1.0321138616625647,1.0317547962685865,0.12786100714695486,0.9042528545156098,3.8324295514953754e-06,1.0391373666837202e-07,3083.47006380012,45.827200412680156,0.3272004126801562,74.17279958731984,0.6181066632276654,3.2048568648323035,0.783913736668372,0.36985261981217854,1.1839575511140923,0.0,0.0044999999999999485,0.01703263617643859,0.35980039942991304,0.7,1.850587060500256,0.5705870605002558,1.75,0.35,0.0005870605002558033,1.5517611815007675,-1.0458589566868537,1.7380965410493203,-1.18,1.2019034589506796,-1.1,7.92563626984542,6.40084835979389,4.92563626984542,10.5,12.0,8.5,-7.0,1.2339813707678302,-1.2256321396209433,0.0,flattop_minimum_physics_hold
3.34,flattop,8.702071877904965,1.0327293585125135,1.0327293585125135,1.032421610087539,0.12646290981949512,0.9062664486930184,3.832671203821881e-06,1.0414375580993285e-07,3084.2894898073373,45.84784884488191,0.34784884488190926,74.15215115511809,0.6179345929593174,3.205142346808477,0.7841437558099329,0.36990725362491483,1.1840112291730178,0.0,0.004500000000000093,0.01589378912742351,0.3597886684536934,0.7,1.85062156337149,0.5706215633714898,1.75,0.35,0.0006215633714899258,1.55186469011447,-1.0459045231319175,1.7368865585100404,-1.18,1.2031134414899596,-1.1,7.9209434443450215,6.394591259126693,4.9209434443450215,10.5,12.0,8.5,-7.0,1.231709286551415,-1.2239183070547528,0.0,flattop_minimum_physics_hold
3.36,flattop,8.702185578833253,1.033241817338704,1.033241817338704,1.0329855879256087,0.12498463424707465,0.9082571830916292,3.832910120296422e-06,1.0437115766650932e-07,3085.055676766183,45.86850855664042,0.36850855664042115,74.13149144335958,0.6177624286946631,3.2054245840162565,0.7843711576665093,0.36994931358958155,1.1840586773949806,0.0,0.004499999999999952,0.014504287529379432,0.359777070959008,0.7,1.8506556736499764,0.5706556736499764,1.75,0.35,0.0006556736499763992,1.5519670209499292,-1.0459526763679514,1.7354102648555159,-1.18,1.204589735144484,-1.1,7.916248055308996,6.388330740411992,4.916248055308996,10.5,12.0,8.5,-7.0,1.2289371279438739,-1.2218272684982046,0.0,flattop_minimum_physics_hold
3.38,flattop,8.702297899303106,1.033650899817835,1.033650899817835,1.0334463585782694,0.12342710133104053,0.9102237984867946,3.833146149526968e-06,1.0459579860621488e-07,3085.76814073655,45.889177483811984,0.38917748381198436,74.11082251618802,0.6175901876349001,3.2057033980607605,0.7845957986062149,0.3699787731402034,1.184099865860201,0.0,0.0045000000000000855,0.012886044652555575,0.35976561427108306,0.7,1.8506893697909323,0.5706893697909322,1.75,0.35,0.0006893697909322316,1.5520681093727968,-1.046003385980339,1.7336909421185738,-1.18,1.2063090578814262,-1.1,7.911550571860913,6.382067429147881,4.911550571860913,10.5,12.0,8.5,-7.0,1.2257086135424555,-1.2193920008784616,0.0,flattop_minimum_physics_hold
3.4,flattop,8.702408768370509,1.0339563336421644,1.0339563336421644,1.0338036167299998,0.12179128282813897,0.9121650508140255,3.833379141925551e-06,1.0481753674101714e-07,3086.426431710925,45.90985355614659,0.4098535561465866,74.09014644385341,0.6174178870321118,3.2059786127041927,0.7848175367410172,0.3699956136694969,1.1841347685987456,0.0,0.004499999999999981,0.011064581153810989,0.35975430562620814,0.7,1.8507226305111526,0.5707226305111526,1.75,0.35,0.0007226305111525728,1.5521678915334578,-1.0460566199398027,1.7317557050458494,-1.18,1.2082442949541505,-1.1,7.90685146451214,6.375801952682851,4.90685146451214,10.5,12.0,8.5,-7.0,1.2220746589478915,-1.2166509098206453,0.0,flattop_minimum_physics_hold
3.42,flattop,8.702518116008179,1.034157912726492,1.034157912726492,1.0340571231843283,0.12007820076690157,0.9140797119595904,3.83360894980404e-06,1.050362320163576e-07,3087.0301338986196,45.93053469861027,0.4305346986102734,74.06946530138973,0.6172455441782477,3.2062500539774765,0.7850362320163576,0.36999982454062275,1.1841633636068107,0.0,0.00449999999999996,0.009068622600610463,0.35974315216716574,0.7,1.8507554348024537,0.5707554348024536,1.75,0.35,0.0007554348024536412,1.552266304407361,-1.0461123446226324,1.7296350734820343,-1.18,1.2103649265179657,-1.1,7.902151204861303,6.369534939815067,4.902151204861303,10.5,12.0,8.5,-7.0,1.218092573794957,-1.2136472239681861,0.0,flattop_minimum_physics_hold
3.44,flattop,8.702625873149806,1.0342554973711748,1.0342554973711748,1.0342067050488333,0.11828892682996367,0.9159665705412111,3.833835427468745e-06,1.0525174629961296e-07,3087.5788659883915,45.95121883271125,0.4512188327112483,74.04878116728875,0.6170731763940729,3.2065175502905006,0.785251746299613,0.3699914030939045,1.184185632860518,0.0,0.0045000000000000205,0.006929646451665769,0.35973216093871974,0.7,1.850787761944942,0.5707877619449419,1.75,0.35,0.0007877619449419434,1.552363285834826,-1.046170524831924,1.7273624910536935,-1.18,1.2126375089463064,-1.1,7.897450265292899,6.363267020390529,4.897450265292899,10.5,12.0,8.5,-7.0,1.2138251579452963,-1.2104283132412923,0.0,flattop_minimum_physics_hold
3.46,flattop,8.702731971733671,1.0342490143810896,1.0342490143810896,1.0342522558761322,0.11642458170273413,0.9178244326783556,3.834058431313812e-06,1.0546394346734269e-07,3088.072281389292,45.97190387782877,0.4719038778287725,74.02809612217123,0.6169008010180936,3.206780932540847,0.7854639434673427,0.36997035464850836,1.1842015623272057,0.0,0.004500000000000064,0.004681385638608124,0.3597213388831655,0.7,1.8508195915201016,0.5708195915201013,1.75,0.35,0.0008195915201014035,1.5524587745603042,-1.0462311238198103,1.724973797743297,-1.18,1.2150262022567029,-1.1,7.89274911867528,6.35699882490037,4.89274911867528,10.5,12.0,8.5,-7.0,1.2093397110960895,-1.2070449417850109,0.0,flattop_minimum_physics_hold
3.48,flattop,8.702836344745633,1.0341384571419392,1.0341384571419392,1.0341937357615143,0.11448633439031627,0.919652122751623,3.8342778199133344e-06,1.0567268949126755e-07,3088.5100684495796,45.992587752544004,0.49258775254400433,74.00741224745599,0.6167284353954666,3.207040034220974,0.7856726894912676,0.3699366924990837,1.1842111419742074,0.0,0.0045000000000001,0.0023592965775054665,0.3597106928359453,0.7,1.8508509034236902,0.57085090342369,1.75,0.35,0.0008509034236901348,1.5525527102710706,-1.046294103310672,1.722506664671286,-1.18,1.2174933353287138,-1.1,7.888048238058182,6.350730984077573,4.888048238058182,10.5,12.0,8.5,-7.0,1.2047069714236243,-1.2035504673883357,0.0,flattop_minimum_physics_hold
3.5,flattop,8.702938926261462,1.0339238856501731,1.0339238856501731,1.0340311713960562,0.11247540149944106,0.921448484150732,3.834493454112127e-06,1.0587785252292473e-07,3088.891950653562,46.013268375971926,0.5132683759719256,73.98673162402807,0.6165560968669006,3.207294691523765,0.7858778525229247,0.3698904379073654,1.1842143657751178,0.0,0.004499999999999917,0.0,0.35970022952133085,0.7,1.8508816778784387,0.5708816778784387,1.75,0.35,0.0008816778784387098,1.5526450336353161,-1.0463594235253129,1.72,-1.18,1.22,-1.1,7.8833480963700175,6.344464128493354,4.8833480963700175,10.5,12.0,8.5,-7.0,1.2,-1.2,0.0,flattop_minimum_physics_hold
3.52,flattop,8.703039651488472,1.0336054265019463,1.0336054265019463,1.0337646560760598,0.11039304649132581,0.9232123800106206,3.834705197115093e-06,1.0607930297694605e-07,3089.2176867962557,46.033943669093446,0.5339436690934463,73.96605633090655,0.6163838027575547,3.2075447434463693,0.7860793029769461,0.3698316200887452,1.1842112317135374,0.0,0.004500000000000067,0.0023592965775054665,0.35968995554817573,0.7,1.850911895446542,0.5709118954465419,1.75,0.35,0.0009118954465419081,1.5527356863396258,-1.0464270432060847,1.7174933353287138,-1.18,1.222506664671286,-1.1,7.878649166115126,6.338198888153499,4.878649166115126,10.5,12.0,8.5,-7.0,1.1952930285763756,-1.1964495326116642,0.0,flattop_minimum_physics_hold
3.54,flattop,8.703138456806453,1.0331832728348782,1.0331832728348782,1.0333943496684124,0.10824057889969,0.9249426939351881,3.834912914575136e-06,1.06276913612907e-07,3089.48707113573,46.05461155608681,0.5546115560868117,73.94538844391319,0.6162115703659432,3.2077900318923,0.7862769136129071,0.3697602761938179,1.1842017417842963,0.0,0.004500000000000063,0.004681385638608124,0.35967987740574175,0.7,1.8509415370419362,0.570941537041936,1.75,0.35,0.0009415370419360509,1.5528246111258082,-1.0464969196429483,1.7150262022567029,-1.18,1.224973797743297,-1.1,7.873951919071179,6.331935892094903,4.873951919071179,10.5,12.0,8.5,-7.0,1.1906602889039104,-1.192955058214989,0.0,flattop_minimum_physics_hold
3.56,flattop,8.703235279807847,1.0326576842244315,1.0326576842244315,1.0329204785296549,0.10601935351623483,0.9266383307081966,3.83511647467954e-06,1.0647055961569445e-07,3089.699933523063,46.075269965657405,0.5752699656574052,73.92473003434259,0.6160394169528549,3.208030401771682,0.7864705596156945,0.3696764512849166,1.184185901992156,0.0,0.00450000000000006,0.006929646451665769,0.3596700014595996,0.7,1.8509705839423543,0.5709705839423541,1.75,0.35,0.0009705839423541665,1.5529117518270625,-1.0465690087004484,1.7126375089463064,-1.18,1.2273624910536935,-1.1,7.8692568259869535,6.325675767982602,4.8692568259869535,10.5,12.0,8.5,-7.0,1.1861748420547036,-1.1895716867587076,0.0,flattop_minimum_physics_hold
3.58,flattop,8.703330059337171,1.0320289865408223,1.0320289865408223,1.032343335382627,0.10373076954994737,0.928298216990875,3.835315748234779e-06,1.066601186743425e-07,3089.8561395098077,46.095916832365056,0.5959168323650559,73.90408316763495,0.6158673597302913,3.208265701099617,0.7866601186743425,0.3695801983076506,1.1841637223479897,0.0,0.004500000000000072,0.009068622600610463,0.3596603339476085,0.7,1.8509990178011515,0.5709990178011514,1.75,0.35,0.0009990178011513775,1.5529970534034543,-1.0466432648455912,1.7103649265179657,-1.18,1.2296350734820343,-1.1,7.864564356280669,6.319419141707556,4.864564356280669,10.5,12.0,8.5,-7.0,1.1819074262050429,-1.1863527760318138,0.0,flattop_minimum_physics_hold
3.6,flattop,8.703422735529642,1.0312975717574622,1.0312975717574622,1.0316632791491422,0.1013762697516904,0.9299213020057718,3.835510608749685e-06,1.0684547105928687e-07,3089.955590432916,46.116550097948036,0.6165500979480356,73.88344990205196,0.6156954158504331,3.208495781092585,0.7868454710592869,0.36947157805746317,1.1841352168624433,0.0,0.004499999999999951,0.011064581153810989,0.35965088097597636,0.7,1.8510268206588931,0.571026820658893,1.75,0.35,0.0010268206588930331,1.5530804619766791,-1.0467196411766038,1.7082442949541505,-1.18,1.2317557050458494,-1.1,7.859874977739081,6.31316663698544,4.859874977739081,10.5,12.0,8.5,-7.0,1.1779253410521084,-1.1833490901793546,0.0,flattop_minimum_physics_hold
3.62,flattop,8.703513249848994,1.0304638977149734,1.0304638977149734,1.0308807347362179,0.09895733950857129,0.9315065582064022,3.83570093251692e-06,1.0702649969798849e-07,3089.9982234770528,46.13716771264276,0.6371677126427571,73.86283228735724,0.6155236023946437,3.208720496262834,0.7870264996979885,0.36935065914123255,1.184100403537085,0.0,0.004499999999999933,0.012886044652555575,0.35964164851540253,0.7,1.8510539749546984,0.5710539749546982,1.75,0.35,0.001053974954698274,1.5531619248640949,-1.0467980894525584,1.7063090578814262,-1.18,1.2336909421185738,-1.1,7.855189156217553,6.306918874956736,4.855189156217553,10.5,12.0,8.5,-7.0,1.1742913864575444,-1.1806079991215384,0.0,flattop_minimum_physics_hold
3.64,flattop,8.703601545124439,1.0295284878433175,1.0295284878433175,1.0299961927791452,0.09647550591105905,0.9330529819322585,3.835886598692699e-06,1.0720309024887905e-07,3089.9840117142726,46.15776763649834,0.6577676364983418,73.84223236350167,0.6153519363625138,3.2089397045106853,0.7872030902488791,0.369217517933938,1.184059304353038,0.0,0.004500000000000095,0.014504287529379432,0.35963264239730713,0.7,1.851080463537332,0.5710804635373318,1.75,0.35,0.0010804635373318605,1.5532413906119957,-1.0468785601238424,1.704589735144484,-1.18,1.2354102648555159,-1.1,7.850507355341284,6.300676473788378,4.850507355341284,10.5,12.0,8.5,-7.0,1.171062872056126,-1.1781727315017954,0.0,flattop_minimum_physics_hold
3.66,flattop,8.70368756558679,1.0284919308404632,1.0284919308404632,1.0290102093418907,0.09393233679170934,0.9345595940487539,3.836067489374715e-06,1.0737513117358173e-07,3089.9129641210316,46.17834784068518,0.6783478406851771,73.82165215931482,0.6151804346609568,3.209153267214701,0.7873751311735817,0.3690722385304195,1.1840119452571214,0.0,0.004499999999999971,0.01589378912742351,0.3596238683101473,0.7,1.8511062696760374,0.5711062696760372,1.75,0.35,0.001106269676037261,1.5533188090281118,-1.0469610023634555,1.7031134414899596,-1.18,1.2368865585100404,-1.1,7.845830036207912,6.294440048277215,4.845830036207912,10.5,12.0,8.5,-7.0,1.168290713448585,-1.1760816929452471,0.0,flattop_minimum_physics_hold
3.68,flattop,8.70377125690368,1.0273548803048207,1.0273548803048207,1.027923405572642,0.09132943973314454,0.9360254405716761,3.8362434896781984e-06,1.0754251380736104e-07,3089.7851255725104,46.19890630879663,0.6989063087966301,73.80109369120336,0.6150091140933613,3.2093610493196536,0.7875425138073611,0.3689149126922623,1.1839583561454874,0.0,0.0045000000000000595,0.01703263617643859,0.35961533179582456,0.7,1.8511313770711042,0.5711313770711041,1.75,0.35,0.0011313770711041558,1.5533941312133126,-1.0470453640991118,1.7019034589506796,-1.18,1.2380965410493203,-1.1,7.841157657091673,6.2882102094555625,4.841157657091673,10.5,12.0,8.5,-7.0,1.1660186292321697,-1.1743678603790566,0.0,flattop_minimum_physics_hold
3.7,flattop,8.703852566213879,1.0261180543239712,1.0261180543239712,1.026736467314396,0.08866846104822493,0.9374495932757463,3.8364144878100735e-06,1.077051324277579e-07,3089.6005768142772,46.21944103814292,0.7194410381429179,73.78055896185708,0.614837991348809,3.209562919422243,0.787705132427758,0.3687456397898378,1.183898570844786,0.0,0.004499999999999961,0.0179028683781478,0.35960703824618434,0.7,1.8511557698641639,0.5711557698641636,1.75,0.35,0.0011557698641636838,1.5534673095924911,-1.047131592046131,1.7009788696740968,-1.18,1.239021130325903,-1.1,7.836490673149334,6.281987564199111,4.836490673149334,10.5,12.0,8.5,-7.0,1.1642824515322494,-1.1730582619665861,0.0,flattop_minimum_physics_hold
3.72,flattop,8.703931442160682,1.024782235024168,1.024782235024168,1.0254501446740696,0.08595108473728834,0.9388311502868797,3.83658037514115e-06,1.0786288432136619e-07,3089.3594344112835,46.2399500410364,0.7399500410364013,73.7600499589636,0.6146670829913634,3.2097587498545033,0.7878628843213662,0.36856452673953927,1.1838326270908486,0.0,0.004499999999999999,0.018490761650878238,0.3595989928996103,0.7,1.851179432648205,0.5711794326482049,1.75,0.35,0.0011794326482049285,1.5535382979446148,-1.0472196317410936,1.7003542549854263,-1.18,1.2396457450145737,-1.1,7.8318295361280885,6.2757727148374505,4.8318295361280885,10.5,12.0,8.5,-7.0,1.1631095609082953,-1.1721735508571172,0.0,flattop_minimum_physics_hold
